,Book-Rating_x,Book-Rating_y,Unnamed: 0,ISBN,bookTitle,bookAuthor,yearOfPublication,publisher
2430,583,7.571428571428571,2430,0061015725,Prey,Michael Crichton,2003,Avon Books
1729,581,7.448717948717949,1729,0316969680,The Beach House,James Patterson,2002,"Little, Brown"
7131,576,8.228571428571428,7131,0312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks
46,576,8.0,46,0553582747,From the Corner of His Eye,Dean Koontz,2001,Bantam Books
4297,574,7.653333333333333,4297,0553277472,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,1984,Bantam
11178,574,8.2,11178,1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications
4723,574,7.358974358974359,4723,0345391055,Disclosure,Michael Crichton,1994,Ballantine Books
4481,573,7.958333333333333,4481,0385479565,The Hot Zone,Richard Preston,1995,Anchor
1727,571,8.397058823529411,1727,0312990456,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks
5310,571,7.5131578947368425,5310,031242227X,Running with Scissors: A Memoir,Augusten Burroughs,2003,Picador USA
2912,570,8.382352941176471,2912,0142001805,The Eyre Affair: A Novel,Jasper Fforde,2003,Penguin Books
2033,570,7.6,2033,0671024248,Hearts In Atlantis,Stephen King,2000,Pocket
3819,567,8.1,3819,0553250531,The Valley of Horses,JEAN M. AUEL,1984,Bantam
3490,566,7.861111111111111,3490,0061097314,The Bean Trees,Barbara Kingsolver,1998,HarperTorch
15601,566,7.648648648648648,15601,0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids
2427,562,7.698630136986301,2427,0446604666,Sick Puppy,Carl Hiaasen,2001,Warner Vision
11453,561,7.791666666666667,11453,0425163407,Unnatural Exposure,Patricia Daniels Cornwell,1998,Berkley Publishing Group
4021,560,7.5675675675675675,4021,0553260111,The Bourne Identity,Robert Ludlum,1984,Bantam Books
248,560,8.615384615384615,248,0525947647,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,Al Franken,2003,Dutton Books
5420,560,8.35820895522388,5420,038549081X,The Handmaid's Tale : A Novel,Margaret Atwood,1998,Anchor
1531,557,6.7926829268292686,1531,0316781266,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books
581,557,7.527027027027027,581,0449907481,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992,Ballantine Books
10324,556,7.942857142857143,10324,0451172817,Needful Things,Stephen King,2004,Signet Book
238,550,7.142857142857143,238,0684848783,Tis : A Memoir,Frank McCourt,1999,Scribner
7050,549,8.073529411764707,7050,0553279378,I Know Why the Caged Bird Sings,MAYA ANGELOU,1983,Bantam
1511,549,7.52054794520548,1511,0312243022,The Hours : A Novel,Michael Cunningham,2000,Picador
1116,548,8.17910447761194,1116,0316777730,Naked,David Sedaris,1998,Back Bay Books
4017,547,7.927536231884058,4017,0767905385,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000,Broadway
5233,542,7.855072463768116,5233,0060929871,Brave New World,Aldous Huxley,1998,Perennial
5554,537,7.16,5554,0451156609,The Tommyknockers,Stephen King,1994,Signet Book
4533,537,7.3561643835616435,4533,0425162443,The Rapture of Canaan,Sheri Reynolds,1997,Berkley Publishing Group
4156,537,7.897058823529412,4156,0385336179,Shopaholic Ties the Knot,Sophie Kinsella,2003,Delta
166,537,7.458333333333333,166,0330332775,Bridget Jones's Diary,Helen Fielding,1997,Picador (UK)
4036,537,7.256756756756757,4036,0767900383,Under the Tuscan Sun,Frances Mayes,1997,Broadway
1100,536,8.246153846153845,1100,0553273914,The House of the Spirits,Isabel Allende,1986,Bantam Books
1284,536,8.78688524590164,1284,0380813815,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,2003,Perennial
1612,536,8.0,1612,0679731148,A Year in Provence,Peter Mayle,1991,Vintage Books USA
1507,536,7.342465753424658,1507,0375703055,Ellen Foster,Kaye Gibbons,1997,Vintage Books
1150,535,8.23076923076923,1150,0671027344,The Perks of Being a Wallflower,Stephen Chbosky,1999,MTV
1988,535,7.753623188405797,1988,0345413903,The Murder Book,Jonathan Kellerman,2003,Ballantine Books
12149,535,8.23076923076923,12149,0786867647,Lucky Man: A Memoir,Michael J. Fox,2002,Hyperion
1859,535,7.753623188405797,1859,0425169863,Point of Origin,Patricia Daniels Cornwell,1999,Berkley Publishing Group
10927,534,7.416666666666667,10927,0446608815,Pop Goes the Weasel,James Patterson,2000,Warner Vision
6628,534,7.970149253731344,6628,0060921145,Animal Dreams,Barbara Kingsolver,1991,Perennial
1132,533,7.838235294117647,1132,0446604801,Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,Warner Books
2241,532,7.6,2241,0345378482,The Andromeda Strain,MICHAEL CRICHTON,1992,Ballantine Books
1684,529,8.265625,1684,089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,Workman Pub Co
19225,529,7.666666666666667,19225,0446611085,Suzanne's Diary for Nicholas,James Patterson,2003,Warner Books
11915,528,8.516129032258064,11915,0670894605,The Secret Life of Bees,Sue Monk Kidd,2002,Viking Books
1452,526,8.34920634920635,1452,0385510438,The Last Juror,John Grisham,2004,Doubleday
7686,526,7.514285714285714,7686,0743436210,Hearts in Atlantis,Stephen King,2001,Pocket
3436,524,7.82089552238806,3436,0671004107,Contact,Carl Sagan,1997,Pocket
5486,520,7.222222222222222,5486,044651862X,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994,Warner Books
2783,519,8.238095238095237,2783,0452269571,Bastard Out of Carolina,Dorothy Allison,1993,Plume Books
6096,519,7.632352941176471,6096,0451167317,The Dark Half,Stephen King,1994,Signet Book
4677,518,8.222222222222221,4677,0380977788,Coraline,Neil Gaiman,2002,HarperCollins
4425,515,6.95945945945946,4425,067088300X,The Girls' Guide to Hunting and Fishing,Melissa Bank,1999,Viking Books
211,515,7.686567164179104,211,0375705856,Plainsong (Vintage Contemporaries),KENT HARUF,2000,Vintage
4588,514,7.138888888888889,4588,0312421273,The Corrections: A Novel,Jonathan Franzen,2002,Picador USA
250,514,7.787878787878788,250,1558744150,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,Health Communications
2554,513,8.694915254237289,2554,0671617028,The Color Purple,Alice Walker,1985,Pocket Books
1945,512,7.211267605633803,1945,0425167313,Here on Earth,Alice Hoffman,1998,Berkley Publishing Group
368,512,7.876923076923077,368,0515128554,Heart of the Sea (Irish Trilogy),Nora Roberts,2000,Jove Books
74,511,8.241935483870968,74,0345465083,Seabiscuit,LAURA HILLENBRAND,2003,Ballantine Books
3199,509,7.597014925373134,3199,0060958022,Five Quarters of the Orange,Joanne Harris,2002,Perennial
1401,509,7.3768115942028984,1401,0743225406,The Shipping News : A Novel,Annie Proulx,2001,Scribner
1595,507,8.17741935483871,1595,0671042262,The Blue Nowhere : A Novel,Jeffery Deaver,2002,Pocket
3787,507,7.455882352941177,3787,0452283205,Falling Angels,Tracy Chevalier,2002,Plume Books
213,506,8.031746031746032,213,0380718332,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993,Avon
776,506,7.7846153846153845,776,0446531332,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books
779,505,8.278688524590164,779,0385420161,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books
9691,504,7.753846153846154,9691,0553580221,False Memory,Dean R. Koontz,2000,Bantam Books
754,504,7.753846153846154,754,0316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown"
1410,503,7.185714285714286,1410,0786885688,Shopgirl,Steve Martin,2001,Hyperion
222,503,8.245901639344263,222,0385730586,Sisterhood of the Traveling Pants,ANN BRASHARES,2003,Delacorte Books for Young Readers
19925,502,7.968253968253968,19925,0515126772,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,Jove Books
205,502,8.508474576271187,205,0316693006,Four Blind Mice,James Patterson,2002,"Little, Brown"
1818,502,7.606060606060606,1818,0440235162,The Smoke Jumper,Nicholas Evans,2002,Dell Publishing Company
7856,501,7.367647058823529,7856,0451176464,Gerald's Game,Stephen King,2001,Signet Book
249,500,7.462686567164179,249,0804111359,Secret History,DONNA TARTT,1993,Ballantine Books
4244,497,7.202898550724638,4244,0802130208,A Confederacy of Dunces (Evergreen Book),John Kennedy Toole,1987,Grove Press
2256,497,7.888888888888889,2256,0812511816,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1990,Tor Fantasy
3025,496,8.701754385964913,3025,0312265867,To the Nines: A Stephanie Plum Novel,Janet Evanovich,2003,St. Martin's Press
1024,496,8.551724137931034,1024,0394820371,The Phantom Tollbooth,Norton Juster,1993,Yearling Books
4264,496,8.266666666666667,4264,0060199652,Prodigal Summer,Barbara Kingsolver,2000,HarperCollins
139,496,7.630769230769231,139,038572179X,Atonement : A Novel,IAN MCEWAN,2003,Anchor
5898,494,8.666666666666666,5898,0553274295,Where the Red Fern Grows,Wilson Rawls,1984,Random House Children's Books
12127,494,7.6,12127,0451203771,Scarlet Feather,Maeve Binchy,2002,Signet Book
5800,493,7.584615384615384,5800,0671014196,The Summerhouse,Jude Deveraux,2002,Pocket
12889,492,8.065573770491802,12889,0399149155,Q Is for Quarry,Sue Grafton,2002,Putnam Publishing Group
221,492,6.648648648648648,221,0385511612,Bleachers,John Grisham,2003,Doubleday
1005,490,8.305084745762711,1005,0312422156,Middlesex: A Novel,Jeffrey Eugenides,2003,Picador
9026,488,9.20754716981132,9026,043936213X,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2001,Scholastic
3494,487,8.116666666666667,3494,0140119906,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,1994,Penguin Books
13678,487,8.254237288135593,13678,0842329242,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,1998,Tyndale House Publishers
2529,484,7.333333333333333,2529,0449003787,"\O\"" Is for Outlaw""",SUE GRAFTON,2001,Ballantine Books
1710,484,7.117647058823529,1710,0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books
19814,483,8.186440677966102,19814,034536676X,The World According to Garp,John Irving,1994,Ballantine Books
2769,482,7.901639344262295,2769,0515135062,Three Fates,Nora Roberts,2004,Jove Books
8380,480,8.0,8380,0449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,Fawcett Books
10928,480,7.868852459016393,10928,0515128546,Tears of the Moon (Irish Trilogy),Nora Roberts,2000,Jove Books
12464,480,7.619047619047619,12464,0553574574,Beach Music,Pat Conroy,1996,Bantam Books
1821,478,7.587301587301587,1821,0425158616,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group
5869,478,7.46875,5869,0679751521,Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA
10569,477,7.693548387096774,10569,0743418204,In Her Shoes : A Novel,Jennifer Weiner,2003,Washington Square Press
2305,476,8.5,2305,1592400876,"Eats, Shoots &amp; Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,2004,Gotham Books
2433,476,7.67741935483871,2433,0553579754,Fear Nothing,DEAN KOONTZ,1998,Bantam
555,474,7.9,555,0380710218,Postmortem,Patricia Daniels Cornwell,1993,Harper Mass Market Paperbacks (Mm)
13182,473,7.507936507936508,13182,0446609404,Cradle and All,James Patterson,2001,Warner Vision
3015,472,8.137931034482758,3015,0451191145,Atlas Shrugged,Ayn Rand,1996,Signet Book
1057,472,8.90566037735849,1057,055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,Bantam Classics
11103,472,8.137931034482758,11103,0451160525,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994,New American Library
11053,471,8.410714285714286,11053,0446520802,The Notebook,Nicholas Sparks,1996,Warner Books
2244,470,7.833333333333333,2244,0451177096,Dolores Claiborne,Stephen King,2004,Signet Book
4467,469,7.444444444444445,4467,0375703861,White Teeth: A Novel,Zadie Smith,2001,Vintage Books USA
10504,467,8.051724137931034,10504,140003065X,A Fine Balance,Rohinton Mistry,2001,Vintage Books USA
424,465,7.5,424,1878424319,The Four Agreements: A Practical Guide to Personal Freedom,Don Miguel Ruiz,1997,Amber-Allen Publishing
5865,464,7.733333333333333,5865,0553271636,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1988,Bantam
6620,464,7.864406779661017,6620,0679444815,Timeline,Michael Crichton,1999,Alfred A. Knopf
1486,464,8.140350877192983,1486,0671793489,All Around the Town,Mary Higgins Clark,1993,Pocket Star
788,463,7.8474576271186445,788,0316693200,2nd Chance,James Patterson,2002,"Little, Brown"
389,462,8.105263157894736,389,0380012863,Jonathan Livingston Seagull,Richard Bach,1976,Avon
3299,462,7.830508474576271,3299,0425143325,Without Remorse,Tom Clancy,2004,Berkley Publishing Group
1134,460,7.419354838709677,1134,0679734775,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991,Vintage
8797,459,8.5,8797,0451163966,One Flew Over the Cuckoo's Nest,Ken Kesey,1989,Signet Book
752,459,7.285714285714286,752,0670892963,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books
388,458,8.980392156862745,388,0156528207,The Little Prince,Antoine de Saint-Exup̩ry,1968,Harcourt
594,458,7.762711864406779,594,0425182878,Chosen Prey,John Sandford,2004,Berkley Publishing Group
477,457,8.017543859649123,477,0345424719,A Widow for One Year,JOHN IRVING,1999,Ballantine Books
10439,456,7.6,10439,080411868X,"Welcome to the World, Baby Girl!",Fannie Flagg,1999,Ballantine Books
7469,455,7.222222222222222,7469,0345435168,Open House (Oprah's Book Club (Paperback)),Elizabeth Berg,2001,Ballantine Books
15307,453,8.38888888888889,15307,0440223202,Evening Class,Maeve Binchy,1998,Dell Publishing Company
7603,453,7.947368421052632,7603,0064472272,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",Louise Rennison,2001,HarperTempest
4131,452,7.661016949152542,4131,0316666009,1st to Die: A Novel,James Patterson,2001,Little Brown and Company
12401,450,7.894736842105263,12401,038542017X,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,Anchor
1794,450,8.333333333333334,1794,0385512104,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003,Doubleday
18494,450,7.5,18494,0385720955,The Blind Assassin,Margaret Atwood,2001,Anchor Books/Doubleday
7675,449,7.241935483870968,7675,0316780375,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,1998,Back Bay Books
403,449,7.610169491525424,403,0060173289,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells,1996,HarperCollins
2779,449,7.610169491525424,2779,0743412028,Pay It Forward,Catherine Ryan Hyde,2000,Pocket
2766,448,7.344262295081967,2766,0515130389,Carolina Moon,Nora Roberts,2001,Jove Books
7852,448,8.296296296296296,7852,0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987,Bantam
95,447,8.127272727272727,95,0671867156,Pretend You Don't See Her,Mary Higgins Clark,1998,Pocket
7481,446,7.964285714285714,7481,0440221595,The Glass Lake,Maeve Binchy,1996,Dell
596,446,7.964285714285714,596,055356451X,Night Sins,TAMI HOAG,1995,Bantam
18516,445,7.807017543859649,18516,0316777722,Me Talk Pretty One Day,David Sedaris,2000,"Little, Brown"
7540,444,6.8307692307692305,7540,0316899984,"River, Cross My Heart",Breena Clarke,1999,Little Brown &amp; Company
592,443,7.637931034482759,592,0385472951,The Partner,John Grisham,1997,Doubleday Books
878,443,7.910714285714286,878,1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books
609,443,7.910714285714286,609,0345369947,The Mummy or Ramses the Damned,Anne Rice,1991,Ballantine Books
218,442,7.245901639344262,218,0385497466,The Brethren,JOHN GRISHAM,2000,Doubleday
3270,442,8.5,3270,0553208845,Siddhartha,Hermann Hesse,1981,Bantam Classics
8027,441,7.47457627118644,8027,014023313X,The Stone Diaries,Carol Shields,1995,Penguin Books
136,440,7.586206896551724,136,0671004573,Before I Say Good-Bye,Mary Higgins Clark,2001,Pocket
8688,439,7.839285714285714,8688,0452284449,The Virgin Blue,Tracy Chevalier,2003,Plume Books
4265,439,7.316666666666666,4265,034541389X,Flesh and Blood,Jonathan Kellerman,2002,Ballantine Books
3200,439,7.440677966101695,3200,0385474016,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",Laura Esquivel,1994,Anchor Books/Doubleday
2437,438,7.963636363636364,2437,0449221482,J Is for Judgment,Sue Grafton,1999,Fawcett Books
3482,438,8.588235294117647,3482,1400032717,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),Mark Haddon,2004,Vintage
4976,437,7.803571428571429,4976,0375502238,Blessings,ANNA QUINDLEN,2002,Random House
1377,437,8.403846153846153,1377,0060916508,Their Eyes Were Watching God: A Novel,Zora Neale Hurston,1990,Perennial
3725,437,7.5344827586206895,3725,0446359866,Presumed Innocent,Scott Turow,1989,Warner Books
14493,436,8.384615384615385,14493,0312265859,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Press
292,436,8.226415094339623,292,0684833395,Catch 22,Joseph Heller,1996,Simon &amp; Schuster
19640,435,9.0625,19640,0877017883,Griffin &amp; Sabine: An Extraordinary Correspondence,Nick Bantock,1991,Chronicle Books
5755,435,7.25,5755,0515132187,The Villa,Nora Roberts,2002,Jove Books
16198,434,8.509803921568627,16198,0515136530,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns
4236,434,8.346153846153847,4236,1573225517,High Fidelity,Nick Hornby,1996,Riverhead Books
10677,434,7.482758620689655,10677,0743203631,Gap Creek: The Story Of A Marriage,Robert Morgan,2000,Touchstone
6227,432,8.0,6227,0553279556,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1989,Bantam
17083,431,8.132075471698114,17083,0060096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade
1435,431,6.53030303030303,1435,0140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,Penguin Books
645,431,7.56140350877193,645,0446394521,Daisy Fay and the Miracle Man,Fannie Flagg,1992,Warner Books
3028,430,8.6,3028,1844262553,Free,Paul Vincent,2003,Upfront Publishing
10387,430,7.288135593220339,10387,0743211375,From a Buick 8 : A Novel,Stephen King,2002,Scribner
1695,429,7.526315789473684,1695,0688177751,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,Perennial
5034,428,7.016393442622951,5034,038550926X,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003,Doubleday
1986,427,7.116666666666666,1986,0684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner
30534,427,8.211538461538462,30534,0345444884,The Talisman,STEPHEN KING,2001,Ballantine Books
5424,426,8.037735849056604,5424,0552998486,Chocolat,Joanne Harris,2000,Black Swan
5417,425,6.640625,5417,042516098X,Hornet's Nest,Patricia Daniels Cornwell,1998,Berkley Publishing Group
4991,425,7.327586206896552,4991,0399150897,Blow Fly: A Scarpetta Novel,Patricia Cornwell,2003,Putnam Publishing Group
1049,425,8.5,1049,0805062971,Fight Club,Chuck Palahniuk,1999,Owl Books
4984,424,6.950819672131147,4984,0451183665,A Case of Need,Michael Crichton,1994,Signet Book
9579,424,8.48,9579,076790592X,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,2002,Broadway
1690,424,8.313725490196079,1690,0894805770,What to Expect the First Year,Arlene Eisenberg,1989,Workman Publishing
3078,424,7.851851851851852,3078,1559029838,Call of the Wild,Jack London,1994,Selldowns/no More Orders
588,423,7.421052631578948,588,0385490992,The Street Lawyer,John Grisham,1998,Doubleday Books
7838,423,8.294117647058824,7838,0140177396,Of Mice and Men (Penguin Great Books of the 20th Century),John Steinbeck,1993,Penguin Books
1961,421,7.258620689655173,1961,0609610597,"The Shelters of Stone (Earth's Children Series, No 5)",JEAN M. AUEL,2002,Crown
1975,420,8.076923076923077,1975,0316182540,White Oleander : A Novel,Janet Fitch,2001,"Little, Brown"
763,418,7.886792452830188,763,0743206045,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster
18526,418,8.36,18526,0679723161,Lolita (Vintage International),VLADIMIR NABOKOV,1989,Vintage
7364,417,7.722222222222222,7364,0425192725,Q Is for Quarry,Sue Grafton,2003,Berkley Publishing Group
7152,417,6.95,7152,0316781142,The Last Time They Met : A Novel,Anita Shreve,2001,"Little, Brown"
3591,416,7.703703703703703,3591,006099486X,"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary",Simon Winchester,1999,Perennial
9980,416,7.428571428571429,9980,0312306326,Visions of Sugar Plums,Janet Evanovich,2002,St. Martin's Press
6784,416,7.5636363636363635,6784,0449221512,I Is for Innocent,Sue Grafton,1994,Fawcett Books
204,416,7.849056603773585,204,0316602906,The Big Bad Wolf: A Novel,James Patterson,2003,"Little, Brown"
4768,415,6.80327868852459,4768,0374129983,The Corrections,Jonathan Franzen,2001,Farrar Straus &amp; Giroux
9921,415,8.137254901960784,9921,0689817851,Go Ask Alice,Anonymous,1998,Simon Pulse
1673,412,8.24,1673,0449912558,The Sparrow,MARY DORIA RUSSELL,1997,Fawcett Books
3730,412,8.956521739130435,3730,0553213148,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1984,Bantam Classics
1494,412,7.228070175438597,1494,0440224624,The Loop,Nicholas Evans,1999,Dell Publishing Company
2941,411,8.22,2941,0345384369,Intensity,DEAN KOONTZ,1996,Ballantine Books
1564,411,7.472727272727273,1564,0345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,Ballantine Books
6226,411,7.903846153846154,6226,0553284789,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1990,Bantam
4924,410,7.592592592592593,4924,1573227331,About a Boy,Nick Hornby,1999,Riverhead Books
2292,409,7.716981132075472,2292,0060922532,Pigs in Heaven,Barbara Kingsolver,1994,Perennial
3113,409,8.019607843137255,3113,0446610100,Wish You Well,David Baldacci,2001,Warner Books
3233,409,7.4363636363636365,3233,0375412824,The Dive From Clausen's Pier (Alex Awards),ANN PACKER,2002,Knopf
12151,408,7.846153846153846,12151,0515133973,Midnight Bayou,Nora Roberts,2004,Jove Books
15514,408,7.846153846153846,15514,014100018X,Chocolat,Joanne Harris,2000,Penguin Books
11099,407,8.479166666666666,11099,0449911519,Secret History : A Novel,DONNA TARTT,1996,Ballantine Books
1356,406,7.96078431372549,1356,0671028375,Fatal Voyage,Kathy Reichs,2002,Pocket
10529,406,7.25,10529,0671011367,Deja Dead,Kathy Reichs,1998,Pocket
15346,405,8.26530612244898,15346,0140042598,On the Road,Jack Kerouac,1991,Penguin Books
8422,405,7.232142857142857,8422,0553275976,The Bonfire of the Vanities,Tom Wolfe,1988,Bantam Books
6202,405,7.788461538461538,6202,0446670111,Einstein's Dreams,Alan Lightman,1994,Warner Books
16202,405,8.1,16202,051513628X,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books
10949,404,7.622641509433962,10949,0670880728,Bridget Jones's Diary,Helen Fielding,1998,Viking Books
6157,403,7.75,6157,0312980159,Fast Women,Jennifer Crusie,2002,St. Martin's Press
17723,403,8.574468085106384,17723,0842329250,Soul Harvest: The World Takes Sides (Left Behind No. 4),Tim Lahaye,1999,Tyndale House Publishers
20584,403,7.75,20584,0449219461,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1993,Fawcett Books
589,402,7.3090909090909095,589,0385424728,The Chamber,John Grisham,1994,Doubleday Books
11306,402,8.04,11306,0446675059,The Honk and Holler Opening Soon,Billie Letts,1999,Warner Books
1779,401,8.02,1779,0380727501,Notes from a Small Island,Bill Bryson,1997,Perennial
5745,400,7.2727272727272725,5745,0446606324,The Winner,David Baldacci,1998,Warner Vision
7060,400,8.333333333333334,7060,0425083837,The Hunt for Red October,Tom Clancy,1985,Berkley Publishing Group
2242,399,7.388888888888889,2242,0671758896,"Loves Music, Loves to Dance",Mary Higgins Clark,1992,Pocket
9986,397,8.10204081632653,9986,0451169522,Misery,Stephen King,2004,Penguin USA (Paper)
5654,397,8.10204081632653,5654,014038572X,The Outsiders (Now in Speak!),S. E. Hinton,1997,Puffin Books
881,397,6.964912280701754,881,0743211383,Dreamcatcher,Stephen King,2001,Scribner
13493,397,7.94,13493,0385503954,Atonement: A Novel,Ian McEwan,2002,Nan A. Talese
16197,397,7.94,16197,0515136379,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books
8931,396,6.947368421052632,8931,006016848X,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,1992,HarperCollins Publishers
565,396,7.333333333333333,565,0385721420,Three Junes,JULIA GLASS,2003,Anchor
6294,396,7.333333333333333,6294,0553280414,A Separate Peace,John Knowles,1985,Bantam Books
8211,396,7.92,8211,0316788228,The Pilot's Wife,Anita Shreve,2001,"Little, Brown"
4639,396,8.425531914893616,4639,0156007754,Blindness (Harvest Book),Jose Saramago,1999,Harvest Books
949,395,7.314814814814815,949,0385493800,The Testament,John Grisham,1999,Doubleday Books
7147,395,8.229166666666666,7147,1400031346,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,2002,Anchor (UK)
401,395,7.745098039215686,401,0671867113,Moonlight Becomes You,Mary Higgins Clark,1997,Pocket
8292,394,7.88,8292,0345441036,Black House,Stephen King,2002,Ballantine Books
2039,394,7.163636363636364,2039,0446607711,The Simple Truth,David Baldacci,1999,Warner Books
5962,394,7.433962264150943,5962,0316693235,Violets Are Blue,James Patterson,2001,"Little, Brown"
2038,394,7.576923076923077,2038,0375727132,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,2003,Vintage
6791,393,8.361702127659575,6791,1400031362,Morality for Beautiful Girls (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor
8143,393,7.277777777777778,8143,0375506039,Open House,Elizabeth Berg,2000,Random House Trade
2969,393,8.1875,2969,0399146431,The Bonesetter's Daughter,Amy Tan,2001,Putnam Publishing Group
8453,393,7.5576923076923075,8453,0553582127,The Search,Iris Johansen,2001,Bantam Books
2643,393,8.020408163265307,2643,0802139256,Peace Like a River,Leif Enger,2002,Grove Press
2203,392,7.39622641509434,2203,038082101X,Daughter of Fortune: A Novel,Isabel Allende,2001,HarperTorch
4044,392,7.538461538461538,4044,0684865742,Tis: A Memoir,Frank McCourt,2000,Scribner
2764,392,7.686274509803922,2764,0385335830,Diary of a Mad Bride (Summer Display Opportunity),Laura Wolf,2002,Delta
9536,391,7.109090909090909,9536,0375703063,A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons,1997,Vintage Books
10176,391,8.145833333333334,10176,0425107469,Watchers,Dean R. Koontz,1996,Berkley Publishing Group
5983,391,7.82,5983,0446611808,Envy,Sandra Brown,2002,Warner Books
12763,391,9.093023255813954,12763,0618002227,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien,1999,Houghton Mifflin Company
210,391,8.5,210,0375400117,Memoirs of a Geisha,Arthur Golden,1997,Alfred A. Knopf
